ensembl_gene_id	chromosome_name	mgi_symbol	description	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000026620	1	Mark1	MAP/microtubule affinity regulating kinase 1 [Source:MGI Symbol;Acc:MGI:2664902]	0.145781110038988	4.00935027364958	0.508779863193326	0.475667521508639	0.780937549629716
ENSMUSG00000063902	7	Gm7964	predicted gene 7964 [Source:MGI Symbol;Acc:MGI:3646150]	0.128375794573487	4.51127992966033	0.508613340604977	0.475739747205167	0.780964850881265
ENSMUSG00000021374	13	Nup153	nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]	-0.126935376205991	5.54802811427093	0.508202707121631	0.475917927158101	0.78116605781606
ENSMUSG00000029050	4	Ski	ski sarcoma viral oncogene homolog (avian) [Source:MGI Symbol;Acc:MGI:98310]	0.0830291381109411	7.2847542025115	0.507867937576845	0.476063268977721	0.781261199574619
ENSMUSG00000030086	6	Chchd6	coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:MGI Symbol;Acc:MGI:1913348]	-0.146778566350991	3.89512000000255	0.507756217112612	0.476111789033798	0.781261199574619
ENSMUSG00000028029	3	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:MGI Symbol;Acc:MGI:102774]	0.0993901526273886	6.13862619744156	0.507684950295671	0.476142744326782	0.781261199574619
NA	NA	NA	NA	-0.365816372719415	1.04250124955689	0.507235404571869	0.476338083520581	0.78140008740799
ENSMUSG00000027811	3	4930579G24Rik	RIKEN cDNA 4930579G24 gene [Source:MGI Symbol;Acc:MGI:1923189]	0.130655653703367	4.35407584003636	0.507132804363811	0.476382684239807	0.78140008740799
ENSMUSG00000028684	4	Urod	uroporphyrinogen decarboxylase [Source:MGI Symbol;Acc:MGI:98916]	0.102614477631913	5.59890776884074	0.50710614865341	0.476394272696094	0.78140008740799
ENSMUSG00000033981	3	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2) [Source:MGI Symbol;Acc:MGI:95809]	0.149462634977024	5.02618161825993	0.506946639497075	0.47646362821402	0.781422601929052
ENSMUSG00000027274	2	Mkks	McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836]	-0.144017949316548	5.38521359746044	0.50585521654871	0.476938626919256	0.781900747474713
ENSMUSG00000026728	2	Vim	vimentin [Source:MGI Symbol;Acc:MGI:98932]	-0.0963575885218136	11.7848591781596	0.505828126055917	0.476950426798038	0.781900747474713
NA	NA	NA	NA	0.438916872202492	0.407824240135407	0.505775628996703	0.476973294437745	0.781900747474713
ENSMUSG00000019179	5	Mdh2	malate dehydrogenase 2, NAD (mitochondrial) [Source:MGI Symbol;Acc:MGI:97050]	0.086459008559503	8.11009286366337	0.505765229143107	0.476977824810338	0.781900747474713
ENSMUSG00000015488	2	Cacfd1	calcium channel flower domain containing 1 [Source:MGI Symbol;Acc:MGI:1924317]	0.091299728203142	5.82083228168703	0.505538890514441	0.47707643956757	0.781971148962154
ENSMUSG00000021871	14	Pnp	purine-nucleoside phosphorylase [Source:MGI Symbol;Acc:MGI:97365]	0.191960550608628	2.74063200376716	0.505230312885302	0.47721093905719	0.782100345459847
ENSMUSG00000027950	3	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87891]	-0.461323876455283	0.479999461523205	0.504235285806374	0.477645062203676	0.782705149681664
ENSMUSG00000031217	X	Efnb1	ephrin B1 [Source:MGI Symbol;Acc:MGI:102708]	-0.0976790065092178	6.76073841159955	0.50412914007552	0.47769141085078	0.782705149681664
ENSMUSG00000026154	1	Sdhaf4	succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]	0.218291428169907	4.42443832615824	0.503639957280745	0.477905107935645	0.782716103840227
ENSMUSG00000036894	3	Rap2b	RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]	-0.12573572805895	5.22683958077776	0.50359956804753	0.477922758746057	0.782716103840227
ENSMUSG00000063362	8	Alg11	asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2142632]	-0.116214236149731	4.72876745928373	0.503598136733401	0.477923384275213	0.782716103840227
ENSMUSG00000040236	8	Trappc5	trafficking protein particle complex 5 [Source:MGI Symbol;Acc:MGI:1913932]	0.106937877126815	5.38719224876087	0.503515355337777	0.477959564615148	0.782716103840227
ENSMUSG00000040483	11	Xaf1	XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572]	0.150807575281261	4.23603531423629	0.503476147267236	0.47797670240916	0.782716103840227
ENSMUSG00000046808	5	Atp10d	ATPase, class V, type 10D [Source:MGI Symbol;Acc:MGI:2450125]	0.312547274937349	1.73487926868793	0.503280477377491	0.478062244449968	0.782764931552478
ENSMUSG00000021192	12	Golga5	golgi autoantigen, golgin subfamily a, 5 [Source:MGI Symbol;Acc:MGI:1351475]	-0.084653502533161	5.83521077915576	0.503025386938604	0.478173801231671	0.782788705172883
ENSMUSG00000025724	7	Sec11a	SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]	0.101974116691945	6.75903913325047	0.502992431157981	0.478188216636186	0.782788705172883
ENSMUSG00000011096	7	Akt1s1	AKT1 substrate 1 (proline-rich) [Source:MGI Symbol;Acc:MGI:1914855]	0.105517510192014	6.37492657659363	0.502711361232422	0.478311190127324	0.782898775077898
ENSMUSG00000033623	5	Pcgf3	polycomb group ring finger 3 [Source:MGI Symbol;Acc:MGI:1916837]	0.0991010198375743	6.03034283773266	0.502479732609593	0.478412570933513	0.782903640575676
ENSMUSG00000020526	11	Znhit3	zinc finger, HIT type 3 [Source:MGI Symbol;Acc:MGI:3051596]	-0.174136136841934	3.63609113970606	0.502449897646112	0.47842563185745	0.782903640575676
ENSMUSG00000032064	9	Dixdc1	DIX domain containing 1 [Source:MGI Symbol;Acc:MGI:2679721]	-0.197160193996911	3.16081662737248	0.502015295163448	0.478615954917765	0.783080559046074
ENSMUSG00000040717	14	Il17rd	interleukin 17 receptor D [Source:MGI Symbol;Acc:MGI:2159727]	0.166506729602388	3.1381834988295	0.501948448810915	0.478645239550765	0.783080559046074
ENSMUSG00000059555	2	Tor4a	torsin family 4, member A [Source:MGI Symbol;Acc:MGI:2442720]	0.225549783023689	2.98419284721661	0.501798726773427	0.478710841714063	0.783096680279194
ENSMUSG00000048874	1	Phf3	PHD finger protein 3 [Source:MGI Symbol;Acc:MGI:2446126]	-0.099472494135455	5.98091581022574	0.501374908553756	0.478896621497267	0.783309366810912
ENSMUSG00000066442	9	Mthfs	5, 10-methenyltetrahydrofolate synthetase [Source:MGI Symbol;Acc:MGI:1340032]	-0.274030672470055	1.78668094678368	0.501080564410179	0.479025715986598	0.783429297061793
ENSMUSG00000025597	X	Klhl4	kelch-like 4 [Source:MGI Symbol;Acc:MGI:2442829]	-0.299907504224502	2.47667708519523	0.500685360051621	0.47919913564264	0.783583028971771
ENSMUSG00000070427	7	Il18bp	interleukin 18 binding protein [Source:MGI Symbol;Acc:MGI:1333800]	0.308988732278291	1.89760236600638	0.500612130389651	0.479231280835515	0.783583028971771
ENSMUSG00000057060	8	Slc35f3	solute carrier family 35, member F3 [Source:MGI Symbol;Acc:MGI:2444426]	0.440343055087888	0.408855938255967	0.500468521392933	0.479294330274821	0.783594908911826
ENSMUSG00000024339	17	Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98484]	0.1974747726968	3.62190749210672	0.500287677622676	0.479373746410462	0.783633540768971
ENSMUSG00000002103	2	Acp2	acid phosphatase 2, lysosomal [Source:MGI Symbol;Acc:MGI:87882]	-0.13465567579982	4.59530190597302	0.500053195183344	0.479476749619222	0.783710717000373
ENSMUSG00000021697	13	Depdc1b	DEP domain containing 1B [Source:MGI Symbol;Acc:MGI:2145425]	0.22197028508184	2.50840381247196	0.499895198072869	0.479546174860735	0.783732998053373
ENSMUSG00000060373	14	Hnrnpc	heterogeneous nuclear ribonucleoprotein C [Source:MGI Symbol;Acc:MGI:107795]	-0.0834890928935003	8.0975697583807	0.499657666786361	0.479650579051481	0.783812434147994
ENSMUSG00000036810	8	Cnep1r1	CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:1921981]	-0.0976159592463005	5.91273041020486	0.49920550058969	0.479849426481064	0.784005512956085
ENSMUSG00000035851	5	Ythdc1	YTH domain containing 1 [Source:MGI Symbol;Acc:MGI:2443713]	-0.0858197704623412	5.98705698163065	0.499135190023114	0.479880358823693	0.784005512956085
ENSMUSG00000054843	19	Atrnl1	attractin like 1 [Source:MGI Symbol;Acc:MGI:2147749]	-0.104862778829474	4.88115861283976	0.498782399456854	0.480035614387336	0.784130198389072
ENSMUSG00000022671	16	Mzt2	mitotic spindle organizing protein 2 [Source:MGI Symbol;Acc:MGI:1922845]	0.130390580007665	4.34106614694393	0.498708103181061	0.480068321075391	0.784130198389072
ENSMUSG00000075256	2	Cerkl	ceramide kinase-like [Source:MGI Symbol;Acc:MGI:3037816]	-0.548159812265847	0.141946515736847	0.498299907726151	0.480248081939858	0.784154503051947
ENSMUSG00000059851	7	Suv420h2	suppressor of variegation 4-20 homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2385262]	0.113290966990043	4.91618675666019	0.498242373611253	0.480273427648134	0.784154503051947
ENSMUSG00000036095	12	Dgkb	diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]	0.356980396207083	1.26246989873455	0.498209279820591	0.480288007566738	0.784154503051947
ENSMUSG00000024896	19	Minpp1	multiple inositol polyphosphate histidine phosphatase 1 [Source:MGI Symbol;Acc:MGI:1336159]	0.096795710210075	5.66795502655588	0.498167317589625	0.480306495640276	0.784154503051947
ENSMUSG00000049922	2	Slc35c1	solute carrier family 35, member C1 [Source:MGI Symbol;Acc:MGI:2443301]	-0.130629390324941	4.42932541539592	0.497484509395663	0.480607497066122	0.784554736930601
ENSMUSG00000015217	X	Hmgb3	high mobility group box 3 [Source:MGI Symbol;Acc:MGI:1098219]	-0.111180782669149	5.71585821817137	0.497236595921984	0.480716860984209	0.784594043024589
ENSMUSG00000022003	14	Slc25a30	solute carrier family 25, member 30 [Source:MGI Symbol;Acc:MGI:1914804]	-0.265549583376615	2.08913262352752	0.49709287079183	0.480780282215708	0.784594043024589
ENSMUSG00000046694	4	Fam46b	family with sequence similarity 46, member B [Source:MGI Symbol;Acc:MGI:2140500]	0.443892118481572	0.408266772730597	0.497050140851281	0.480799140197598	0.784594043024589
ENSMUSG00000045326	3	Fndc7	fibronectin type III domain containing 7 [Source:MGI Symbol;Acc:MGI:2443535]	-0.430078746744261	0.845031075561544	0.496883289451134	0.480872788259261	0.78462307546496
ENSMUSG00000036185	17	Sapcd1	suppressor APC domain containing 1 [Source:MGI Symbol;Acc:MGI:2388100]	0.327516279598871	1.19774856863688	0.496724761291788	0.480942779599291	0.78464613531141
ENSMUSG00000042632	15	Pla2g6	phospholipase A2, group VI [Source:MGI Symbol;Acc:MGI:1859152]	0.120582326461797	4.383690603313	0.496497187212885	0.481043284445726	0.784718966044491
ENSMUSG00000026176	1	Ctdsp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 [Source:MGI Symbol;Acc:MGI:2654470]	-0.0839855839073364	7.38400952900955	0.496268861534602	0.481144155872038	0.784792377790817
ENSMUSG00000032939	8	Nup93	nucleoporin 93 [Source:MGI Symbol;Acc:MGI:1919055]	0.109554042117008	5.71157823770689	0.495729254268442	0.481382685661514	0.785035807966854
ENSMUSG00000024277	18	Mapre2	microtubule-associated protein, RP/EB family, member 2 [Source:MGI Symbol;Acc:MGI:106271]	-0.0859975523502338	6.3207380606936	0.495678408032808	0.481405171910477	0.785035807966854
ENSMUSG00000048216	6	Gpr85	G protein-coupled receptor 85 [Source:MGI Symbol;Acc:MGI:1927851]	0.32486837132049	1.09810259007308	0.494735226550967	0.481822597721095	0.785481676520219
ENSMUSG00000030232	6	Aebp2	AE binding protein 2 [Source:MGI Symbol;Acc:MGI:1338038]	-0.0873538573683503	6.56625366544733	0.494571554883789	0.48189509479196	0.785481676520219
ENSMUSG00000041958	11	Pigs	phosphatidylinositol glycan anchor biosynthesis, class S [Source:MGI Symbol;Acc:MGI:2687325]	-0.0913545785602713	5.88560473513259	0.494253241074963	0.482036140731641	0.785481676520219
ENSMUSG00000028551	4	Cdkn2c	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) [Source:MGI Symbol;Acc:MGI:105388]	-0.130708811440417	5.78596778031309	0.494249811912431	0.482037660574792	0.785481676520219
ENSMUSG00000038085	2	Cnbd2	cyclic nucleotide binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1918123]	0.198892524439077	3.06896756120353	0.494043873225307	0.48212894934847	0.785481676520219
ENSMUSG00000059552	11	Trp53	transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]	0.0990960321369639	6.34618468971963	0.493924173552152	0.482182023041989	0.785481676520219
ENSMUSG00000052760	1	A630001G21Rik	RIKEN cDNA A630001G21 gene [Source:MGI Symbol;Acc:MGI:2443131]	0.270417881506182	1.78077700506839	0.493872447815813	0.482204960713131	0.785481676520219
ENSMUSG00000035455	11	Fignl1	fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]	-0.163758781658859	4.66204255054934	0.493693672053992	0.482284252276958	0.785481676520219
ENSMUSG00000099757	19	BE692007	expressed sequence BE692007 [Source:MGI Symbol;Acc:MGI:3035348]	-0.566292536668726	0.404894844440311	0.493643884093884	0.482306338311913	0.785481676520219
ENSMUSG00000032997	1	Chpf	chondroitin polymerizing factor [Source:MGI Symbol;Acc:MGI:106576]	0.0877729071094161	6.70290217487961	0.493559064169222	0.482343968425262	0.785481676520219
ENSMUSG00000072940	6	Gm10443	predicted pseudogene 10443 [Source:MGI Symbol;Acc:MGI:3704272]	0.42544468462906	1.71732316360488	0.49353271826168	0.482355657693653	0.785481676520219
ENSMUSG00000090394	1	4930523C07Rik	RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897]	0.292526611701909	2.18257410170862	0.493491303190009	0.482374033857241	0.785481676520219
ENSMUSG00000015533	13	Itga2	integrin alpha 2 [Source:MGI Symbol;Acc:MGI:96600]	-0.177306951779445	4.02946550804863	0.493420334224131	0.482405525972801	0.785481676520219
ENSMUSG00000020375	11	Rufy1	RUN and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:2429762]	0.108239842049806	5.05198708627429	0.492805879577637	0.482678328572397	0.785774764886663
ENSMUSG00000070315	9	4930581F22Rik	RIKEN cDNA 4930581F22 gene [Source:MGI Symbol;Acc:MGI:1926184]	-0.400733174133574	0.662117140793668	0.492741091267749	0.482707107767822	0.785774764886663
ENSMUSG00000070423	7	Olfr558	olfactory receptor 558 [Source:MGI Symbol;Acc:MGI:3030392]	0.390288485559179	1.78206763453056	0.492637016985031	0.48275334384366	0.785774764886663
ENSMUSG00000026563	1	Tada1	transcriptional adaptor 1 [Source:MGI Symbol;Acc:MGI:1196415]	0.454794644982625	0.485132164982419	0.492228208957785	0.482935031618781	0.785979421752869
ENSMUSG00000060284	15	Sp7	Sp7 transcription factor 7 [Source:MGI Symbol;Acc:MGI:2153568]	0.45173775382336	0.410450878612926	0.491409114115755	0.483299403405978	0.786481315992095
ENSMUSG00000028780	5	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]	0.138419015374985	6.68287882646175	0.491254094500714	0.483368414366047	0.786502503949943
ENSMUSG00000071172	17	Srsf3	serine/arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]	-0.0932803211327434	8.33757284309204	0.490886556448345	0.483532098269835	0.786677714199255
ENSMUSG00000030610	7	Det1	de-etiolated homolog 1 (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1923625]	-0.207504956834383	3.36655399096332	0.490686995361831	0.4836210115246	0.786731250594794
ENSMUSG00000031145	X	Prickle3	prickle planar cell polarity protein 3 [Source:MGI Symbol;Acc:MGI:1859635]	0.167794188935086	3.28807528981552	0.490283012354763	0.483801086284397	0.786933054543414
ENSMUSG00000004633	6	Chn2	chimerin 2 [Source:MGI Symbol;Acc:MGI:1917243]	0.441403561849915	0.559663496742634	0.489950691688924	0.483949300576496	0.787012707610478
ENSMUSG00000006127	11	Inpp5k	inositol polyphosphate 5-phosphatase K [Source:MGI Symbol;Acc:MGI:1194899]	-0.106187235908804	5.21998899056639	0.489854194242328	0.483992352258313	0.787012707610478
ENSMUSG00000020642	12	Rnf144a	ring finger protein 144A [Source:MGI Symbol;Acc:MGI:1344401]	-0.0980168805428444	5.52237562393273	0.489796404566703	0.484018137755173	0.787012707610478
ENSMUSG00000033282	8	Rpgrip1l	Rpgrip1-like [Source:MGI Symbol;Acc:MGI:1920563]	-0.274119192217305	1.57395962800872	0.489645757054252	0.484085366662277	0.787030919618635
ENSMUSG00000055172	6	C1ra	complement component 1, r subcomponent A [Source:MGI Symbol;Acc:MGI:1355313]	0.211049092999605	4.75983214019344	0.489130672330173	0.484315348056906	0.787313701441425
ENSMUSG00000049044	2	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723]	0.227905078870335	2.99400930349431	0.488994810437899	0.484376039408946	0.787321248041826
ENSMUSG00000041491	19	Cep78	centrosomal protein 78 [Source:MGI Symbol;Acc:MGI:1924386]	0.137005578253696	4.2767696863272	0.488477229054638	0.484607365107376	0.787455716383308
ENSMUSG00000021661	13	Ankra2	ankyrin repeat, family A (RFXANK-like), 2 [Source:MGI Symbol;Acc:MGI:1915808]	0.110476917187374	4.96897364405682	0.48833249174796	0.484672086044627	0.787455716383308
ENSMUSG00000086068	4	1700120G11Rik	RIKEN cDNA 1700120G11 gene [Source:MGI Symbol;Acc:MGI:1920849]	0.357573157647641	1.43062311381747	0.488310053910689	0.484682120657462	0.787455716383308
ENSMUSG00000005357	10	Slc1a6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6 [Source:MGI Symbol;Acc:MGI:1096331]	-0.274258691002565	1.57516395508478	0.488267274119299	0.484701253516476	0.787455716383308
ENSMUSG00000029177	5	Cenpa	centromere protein A [Source:MGI Symbol;Acc:MGI:88375]	0.133857091360211	5.85176237327514	0.488165066555709	0.484746969937974	0.787455716383308
ENSMUSG00000031451	8	Gas6	growth arrest specific 6 [Source:MGI Symbol;Acc:MGI:95660]	0.172311330798353	5.11098485993715	0.488031850594434	0.484806566797975	0.787455716383308
ENSMUSG00000018565	11	Elp5	elongator acetyltransferase complex subunit 5 [Source:MGI Symbol;Acc:MGI:1859017]	0.0869811022656599	6.10357770189737	0.487927533811909	0.484853243475168	0.787455716383308
ENSMUSG00000080242	6	Gm15487	predicted gene 15487 [Source:MGI Symbol;Acc:MGI:3709610]	-0.740661358611986	0.190842210001259	0.487793006725409	0.484913448753184	0.787455716383308
ENSMUSG00000047793	1	Sned1	sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]	0.195792336940132	3.58170561194035	0.487549675841949	0.485022378677035	0.787455716383308
ENSMUSG00000043015	1	Tmem194b	transmembrane protein 194B [Source:MGI Symbol;Acc:MGI:2444113]	-0.152689743711651	3.68739157783727	0.487462857193353	0.485061253851029	0.787455716383308
ENSMUSG00000027193	2	Api5	apoptosis inhibitor 5 [Source:MGI Symbol;Acc:MGI:1888993]	0.0824734482076926	7.23762398461062	0.487246091375781	0.485158338532367	0.787455716383308
ENSMUSG00000030268	6	Bcat1	branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]	0.178650787215574	3.83466093251862	0.487211053926293	0.485174034056966	0.787455716383308
ENSMUSG00000096887	6	Gm20594	predicted gene, 20594 [Source:MGI Symbol;Acc:MGI:5295700]	0.179187082415574	7.10118516540862	0.487180929515663	0.485187529386882	0.787455716383308
ENSMUSG00000039253	11	Fn3krp	fructosamine 3 kinase related protein [Source:MGI Symbol;Acc:MGI:2679256]	-0.1367107366172	4.20827195179092	0.486806316866272	0.485355402659206	0.787637169726649
ENSMUSG00000034780	2	B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1349403]	0.272577645679532	1.8705095404797	0.486105334544264	0.485669788462401	0.787854194995394
ENSMUSG00000030614	7	Tmem126b	transmembrane protein 126B [Source:MGI Symbol;Acc:MGI:1915722]	-0.106952096754838	5.17062610778215	0.486070887855126	0.485685246250869	0.787854194995394
